CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
NH,5620,ALL NIPPON AIRWAYS,2024-02-06T03:50:00,2024-02-06T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-02-06T03:50:00,2024-02-06T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
AM,7854,AERO MEXICO,2024-02-06T03:55:00,2024-02-06T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-02-06T03:55:00,2024-02-06T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-02-06T03:55:00,2024-02-06T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AA,9267,AMERICAN AIRLINES,2024-02-06T05:05:00,2024-02-06T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-02-06T05:05:00,2024-02-06T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-02-06T05:05:00,2024-02-06T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-02-06T05:05:00,2024-02-06T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AA,9262,AMERICAN AIRLINES,2024-02-06T05:55:00,2024-02-06T05:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-02-06T05:55:00,2024-02-06T05:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-02-06T05:55:00,2024-02-06T05:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3161,SAS,2024-02-06T05:55:00,2024-02-06T05:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AA,9263,AMERICAN AIRLINES,2024-02-06T06:00:00,2024-02-06T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-02-06T06:00:00,2024-02-06T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2024-02-06T06:00:00,2024-02-06T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,ON TIME,בזמן
SK,3157,SAS,2024-02-06T06:00:00,2024-02-06T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-02-06T06:05:00,2024-02-06T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-02-06T06:05:00,2024-02-06T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
SK,3155,SAS,2024-02-06T06:05:00,2024-02-06T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-02-06T06:10:00,2024-02-06T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-02-06T06:10:00,2024-02-06T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3167,SAS,2024-02-06T06:10:00,2024-02-06T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-02-06T06:10:00,2024-02-06T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
AA,9265,AMERICAN AIRLINES,2024-02-06T06:15:00,2024-02-06T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-02-06T06:15:00,2024-02-06T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-02-06T06:15:00,2024-02-06T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
IB,2394,IBERIA,2024-02-06T06:15:00,2024-02-06T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-02-06T06:15:00,2024-02-06T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,395,EL AL ISRAEL AIRLINES,2024-02-06T06:15:00,2024-02-06T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-02-06T06:15:00,2024-02-06T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,5483,THAI AIRWAYS,2024-02-06T06:15:00,2024-02-06T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2024-02-06T06:15:00,2024-02-06T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
IB,2392,IBERIA,2024-02-06T06:30:00,2024-02-06T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-02-06T06:30:00,2024-02-06T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-02-06T06:35:00,2024-02-06T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-02-06T06:35:00,2024-02-06T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-02-06T06:35:00,2024-02-06T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,004,EL AL ISRAEL AIRLINES,2024-02-06T06:50:00,2024-02-06T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-02-06T06:50:00,2024-02-06T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3185,SAS,2024-02-06T06:50:00,2024-02-06T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-02-06T06:50:00,2024-02-06T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-02-06T07:00:00,2024-02-06T07:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
LY,023,EL AL ISRAEL AIRLINES,2024-02-06T07:05:00,2024-02-06T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-02-06T07:20:00,2024-02-06T07:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
SK,3189,SAS,2024-02-06T07:20:00,2024-02-06T07:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-02-06T07:20:00,2024-02-06T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-02-06T07:30:00,2024-02-06T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-02-06T07:30:00,2024-02-06T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-06T07:45:00,2024-02-06T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-06T07:45:00,2024-02-06T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-02-06T07:45:00,2024-02-06T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-02-06T07:45:00,2024-02-06T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,5141,EL AL ISRAEL AIRLINES,2024-02-06T08:10:00,2024-02-06T08:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-02-06T08:10:00,2024-02-06T08:10:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
6H,753,ISRAIR AIRLINES,2024-02-06T08:15:00,2024-02-06T08:15:00,D,LJU,LJUBLJANA,לובליאנה,LJUBLJANA,סלובניה,SLOVENIA,3,,,ON TIME,בזמן
LY,024,EL AL ISRAEL AIRLINES,2024-02-06T08:20:00,2024-02-06T08:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,611,EL AL ISRAEL AIRLINES,2024-02-06T08:20:00,2024-02-06T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-02-06T08:20:00,2024-02-06T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-02-06T08:30:00,2024-02-06T08:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,2369,EMIRATES,2024-02-06T08:55:00,2024-02-06T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-02-06T08:55:00,2024-02-06T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2024-02-06T09:00:00,2024-02-06T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-02-06T09:00:00,2024-02-06T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3163,SAS,2024-02-06T09:00:00,2024-02-06T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-02-06T09:15:00,2024-02-06T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-02-06T09:15:00,2024-02-06T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-02-06T09:15:00,2024-02-06T09:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,315,EL AL ISRAEL AIRLINES,2024-02-06T09:15:00,2024-02-06T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3181,SAS,2024-02-06T09:15:00,2024-02-06T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-02-06T09:40:00,2024-02-06T09:40:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
LY,003,EL AL ISRAEL AIRLINES,2024-02-06T10:00:00,2024-02-06T10:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,5101,EL AL ISRAEL AIRLINES,2024-02-06T10:00:00,2024-02-06T10:00:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-02-06T10:00:00,2024-02-06T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-02-06T10:10:00,2024-02-06T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-02-06T10:10:00,2024-02-06T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-02-06T10:10:00,2024-02-06T10:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-02-06T10:20:00,2024-02-06T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-02-06T10:20:00,2024-02-06T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
A4,5025,AZIMUTH AIRLINES,2024-02-06T10:20:00,2024-02-06T10:20:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-02-06T10:20:00,2024-02-06T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-02-06T10:20:00,2024-02-06T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-02-06T10:20:00,2024-02-06T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-02-06T10:20:00,2024-02-06T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-02-06T10:20:00,2024-02-06T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
HU,743,HAINAN AIRLINES,2024-02-06T10:40:00,2024-02-06T10:40:00,A,SZX,SHENZHEN  BAOAN INT.,שנז'ן,SHENZHEN,סין,CHINA,3,,,NOT FINAL,לא סופי
FR,7161,RYANAIR,2024-02-06T11:00:00,2024-02-06T11:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
IZ,1295,ARKIA  ISRAELI  AIRLINES,2024-02-06T11:20:00,2024-02-06T11:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
EK,2451,EMIRATES,2024-02-06T11:35:00,2024-02-06T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-02-06T11:35:00,2024-02-06T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2363,EMIRATES,2024-02-06T11:40:00,2024-02-06T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-02-06T11:40:00,2024-02-06T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
6H,047,ISRAIR AIRLINES,2024-02-06T11:45:00,2024-02-06T11:45:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
FR,7162,RYANAIR,2024-02-06T11:50:00,2024-02-06T11:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
LY,973,EL AL ISRAEL AIRLINES,2024-02-06T11:50:00,2024-02-06T11:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LX,254,SWISS INT`L  AIRLINES,2024-02-06T11:55:00,2024-02-06T11:55:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
AEH,441,AMELIA INT,2024-02-06T12:00:00,2024-02-06T12:00:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2024-02-06T12:00:00,2024-02-06T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-02-06T12:00:00,2024-02-06T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,5142,EL AL ISRAEL AIRLINES,2024-02-06T12:00:00,2024-02-06T12:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
A4,5026,AZIMUTH AIRLINES,2024-02-06T12:05:00,2024-02-06T12:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
HU,744,HAINAN AIRLINES,2024-02-06T12:10:00,2024-02-06T12:10:00,D,SZX,SHENZHEN  BAOAN INT.,שנז'ן,SHENZHEN,סין,CHINA,3,,,ON TIME,בזמן
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-02-06T12:35:00,2024-02-06T12:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2024-02-06T12:50:00,2024-02-06T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,4978,EMIRATES,2024-02-06T12:50:00,2024-02-06T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-02-06T12:50:00,2024-02-06T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-02-06T12:50:00,2024-02-06T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,2364,EMIRATES,2024-02-06T12:55:00,2024-02-06T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FR,2005,RYANAIR,2024-02-06T12:55:00,2024-02-06T12:55:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3,,,NOT FINAL,לא סופי
FZ,1212,FLYDUBAI,2024-02-06T12:55:00,2024-02-06T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
AM,7871,AERO MEXICO,2024-02-06T13:00:00,2024-02-06T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-02-06T13:00:00,2024-02-06T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-02-06T13:00:00,2024-02-06T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
DL,7430,DELTA AIRLINES,2024-02-06T13:00:00,2024-02-06T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,007,EL AL ISRAEL AIRLINES,2024-02-06T13:00:00,2024-02-06T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
EK,2345,EMIRATES,2024-02-06T13:05:00,2024-02-06T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-02-06T13:05:00,2024-02-06T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LX,255,SWISS INT`L  AIRLINES,2024-02-06T13:05:00,2024-02-06T13:05:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,2373,EL AL ISRAEL AIRLINES,2024-02-06T13:05:00,2024-02-06T13:05:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-02-06T13:20:00,2024-02-06T13:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
BZ,701,BLUE BIRD AIRWAYS,2024-02-06T13:30:00,2024-02-06T13:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
WZ,015,RED WINGS AIRLINES,2024-02-06T13:30:00,2024-02-06T13:30:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
ET,418,ETHIOPIAN AIRLINES,2024-02-06T13:35:00,2024-02-06T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8808,EL AL ISRAEL AIRLINES,2024-02-06T13:35:00,2024-02-06T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,552,EL AL ISRAEL AIRLINES,2024-02-06T13:45:00,2024-02-06T13:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
AM,7874,AERO MEXICO,2024-02-06T13:50:00,2024-02-06T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-02-06T13:50:00,2024-02-06T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7429,DELTA AIRLINES,2024-02-06T13:50:00,2024-02-06T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
FR,2006,RYANAIR,2024-02-06T13:50:00,2024-02-06T13:50:00,D,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3,,,ON TIME,בזמן
LY,006,EL AL ISRAEL AIRLINES,2024-02-06T13:50:00,2024-02-06T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
6H,886,ISRAIR AIRLINES,2024-02-06T13:55:00,2024-02-06T13:55:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,5107,EL AL ISRAEL AIRLINES,2024-02-06T14:05:00,2024-02-06T14:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
